Κωδικός,Πόλη,Κωδ. Χώρας/Περιοχής,Κωδ. Καταστήματος,Προκαθορισμένο,Πόλη ENU,Ανενεργό,Περιοχή,Ζώνη Τιμολόγησης,ΧΜ Ζώνη,Ζώνη
26500,"ΚΑΝΑΚΑΡΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΑΝΑΚΑΡΗ,,,In-city
26500,"ΚΑΝΑΡΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΑΝΑΡΗ,,,In-city
26500,"ΚΑΡΑΙΣΚΑΚΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΑΡΑΙΣΚΑΚΗ,,,In-city
26500,"ΚΑΡΑΜΑΝΛΑΚΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΑΡΑΜΑΝΛΑΚΗ,,,In-city
26500,"ΚΑΡΥΑ ΕΛΙΚΙΣΤΡΑΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΑΡΥΑ ΕΛΙΚΙΣΤΡΑΣ,,,In-city
26500,"ΚΑΤΣΑΜΠΑ Γ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΑΤΣΑΜΠΑ Γ.,,,In-city
26500,"ΚΑΤΩ ΑΡΑΧΩΒΙΤΙΚΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΑΤΩ ΑΡΑΧΩΒΙΤΙΚΑ,,,In-city
26500,"ΚΑΤΩ ΡΟΔΙΝΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΑΤΩ ΡΟΔΙΝΗ,,,In-city
26500,"ΚΕΡΚΥΡΑΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΕΡΚΥΡΑΣ,,,In-city
26500,"ΚΕΦΑΛΛΗΝΙΑΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΕΦΑΛΛΗΝΙΑΣ,,,In-city
26500,"ΚΕΦΑΛΟΒΡΥΣΟ ΠΑΤΡΩΝ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΕΦΑΛΟΒΡΥΣΟ ΠΑΤΡΩΝ,,AP,Remote
26500,"ΚΕΦΑΛΟΒΡΥΣΟ ΣΑΡΑΒΑΛΙΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΕΦΑΛΟΒΡΥΣΟ ΣΑΡΑΒΑΛΙΟΥ,,,In-city
26500,"ΚΕΦΑΛΟΒΡΥΣΟ ΣΟΥΛΙΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΕΦΑΛΟΒΡΥΣΟ ΣΟΥΛΙΟΥ,,AP,Remote
26500,"ΚΙΛΚΙΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΙΛΚΙΣ,,,In-city
26500,"ΚΟΛΟΚΟΤΡΩΝΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΟΛΟΚΟΤΡΩΝΗ,,,In-city
26500,"ΚΟΡΙΛΛΗΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΟΡΙΛΛΗΣ,,,In-city
26500,"ΚΟΥΝΤΟΥΡΙΩΤΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΟΥΝΤΟΥΡΙΩΤΗ,,,In-city
26500,"ΚΟΥΡΛΙΟΥΡΟΥ ΑΝΔΡ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΟΥΡΛΙΟΥΡΟΥ ΑΝΔΡ.,,,In-city
26500,"ΚΡΗΝΗ ΠΑΤΡΩΝ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΡΗΝΗ ΠΑΤΡΩΝ,,,In-city
26500,"ΚΡΗΤΗΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΡΗΤΗΣ,,,In-city
26500,"ΚΡΥΣΤΑΛΛΟΒΡΥΣΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΡΥΣΤΑΛΛΟΒΡΥΣΗ,,AP,Remote
26500,"ΚΥΑΝΗ ΑΚΤΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΥΑΝΗ ΑΚΤΗ,,AP,Remote
26500,"ΚΥΚΛΑΔΩΝ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΥΚΛΑΔΩΝ,,,In-city
26500,"ΚΥΠΡΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΥΠΡΟΥ,,,In-city
26500,"ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΗΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΗΣ,,,In-city
26500,"ΛΑΜΠΡΟΥ ΚΑΤΣΩΝΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΛΑΜΠΡΟΥ ΚΑΤΣΩΝΗ,,,In-city
26500,"ΛΑΜΠΡΟΥ ΤΖΑΒΕΛΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΛΑΜΠΡΟΥ ΤΖΑΒΕΛΑ,,,In-city
26500,"ΛΕΜΕΣΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΛΕΜΕΣΟΥ,,,In-city
26500,"ΛΕΥΚΩΣΙΑΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΛΕΥΚΩΣΙΑΣ,,,In-city
26500,"ΛΕΩΝΙΔΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΛΕΩΝΙΔΑ,,,In-city
26500,"ΛΙΑΠΑΙΙΚΑ Η ΧΑΝΤΖΗΛΑΚΙΟ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΛΙΑΠΑΙΙΚΑ Η ΧΑΝΤΖΗΛΑΚΙΟ,,,In-city
26500,"ΛΟΝΤΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΛΟΝΤΟΥ,,,In-city
26500,"ΛΟΥΚΟΠΟΥΛΟΥ ΑΘ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΛΟΥΚΟΠΟΥΛΟΥ ΑΘ.,,,In-city
26500,"ΛΥΓΙΕΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΛΥΓΙΕΣ,,,In-city
26500,"ΛΥΚΟΧΟΡΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΛΥΚΟΧΟΡΟΥ,,,In-city
26500,"ΜΑΒΙΛΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΑΒΙΛΗ,,,In-city
26500,"ΜΑΚΡΥΓΙΑΝΝΗ Ι., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΑΚΡΥΓΙΑΝΝΗ Ι.,,,In-city
26500,"ΜΑΝΔΗΛΑΡΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΑΝΔΗΛΑΡΑ,,,In-city
26500,"ΜΑΡΚΟΥ ΜΠΟΤΣΑΡΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΑΡΚΟΥ ΜΠΟΤΣΑΡΗ,,,In-city
26500,"ΜΑΥΡΟΜΑΝΔΗΛΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΑΥΡΟΜΑΝΔΗΛΑ,,,In-city
26500,"ΜΑΥΡΟΜΙΧΑΛΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΑΥΡΟΜΙΧΑΛΗ,,,In-city
26500,"ΜΕΓΑ ΑΛΕΞΑΝΔΡΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΕΓΑ ΑΛΕΞΑΝΔΡΟΥ,,,In-city
26500,"ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΕΓΑ ΑΛΕΞΑΝΔΡΟΥ,,,In-city
26500,"ΜΕΣΟΛΟΓΓΙΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΕΣΟΛΟΓΓΙΟΥ,,,In-city
26500,"ΜΙΑΟΥΛΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΙΑΟΥΛΗ,,,In-city
26500,"ΜΙΚΡΑΣ ΑΣΙΑΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΙΚΡΑΣ ΑΣΙΑΣ,,,In-city
26500,"ΜΙΝΤΖΑΙΙΚΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΙΝΤΖΑΙΙΚΑ,,AP,Remote
26500,"ΜΙΝΤΙΛΟΓΛΙ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΙΝΤΙΛΟΓΛΙ,,,In-city
26500,"ΜΙΝΩΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΙΝΩΑ,,,In-city
26500,"ΜΟΙΡΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΟΙΡΑ,,AP,Remote
26500,"ΜΟΜΦΕΡΑΤΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΟΜΦΕΡΑΤΟΥ,,,In-city
26500,"ΜΟΝΗ ΟΜΠΛΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΟΝΗ ΟΜΠΛΟΥ,,AP,Remote
26500,"ΜΟΝΟΔΕΝΔΡΙ ΚΡΗΝΗΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΟΝΟΔΕΝΔΡΙ ΚΡΗΝΗΣ,,,In-city
26500,"ΜΟΣΧΟΒΟΥ ΔΗΜ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΟΣΧΟΒΟΥ ΔΗΜ.,,,In-city
26500,"ΜΠΑΚΑΡΙ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΠΑΚΑΡΙ,,,In-city
26500,"ΜΠΕΝΑΚΗ ΕΜΜ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΠΕΝΑΚΗ ΕΜΜ.,,,In-city
26500,"ΜΠΟΥΜΠΟΥΛΙΝΑΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΜΠΟΥΜΠΟΥΛΙΝΑΣ,,,In-city
26500,"ΝΑΞΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΝΑΞΟΥ,,,In-city
26500,"ΝΑΥΑΡΙΝΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΝΑΥΑΡΙΝΟΥ,,,In-city
26500,"ΝΑΥΠΑΚΤΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΝΑΥΠΑΚΤΟΥ,,,In-city
26500,"ΝΕΖΕΡΙΤΙΚΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΝΕΖΕΡΙΤΙΚΑ,,,In-city
26500,"ΝΕΟ ΣΟΥΛΙ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΝΕΟ ΣΟΥΛΙ,,,In-city
26500,"ΝΙΚΗΤΑΡΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΝΙΚΗΤΑΡΑ,,,In-city
26500,"ΝΟΤΑΡΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΝΟΤΑΡΑ,,,In-city
26500,"ΝΤΕΒΕ Ν., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΝΤΕΒΕ Ν.,,,In-city
26500,"ΟΛΥΜΠΙΑΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΟΛΥΜΠΙΑΣ,,,In-city
26500,"ΟΛΥΜΠΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΟΛΥΜΠΟΥ,,,In-city
26500,"ΟΜΗΡΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΟΜΗΡΟΥ,,,In-city
26500,"ΟΜΟΝΟΙΑΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΟΜΟΝΟΙΑΣ,,,In-city
26500,"ΠΑΛΑΙΟΛΟΓΟΥ ΘΩΜΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΑΛΑΙΟΛΟΓΟΥ ΘΩΜΑ,,,In-city
26500,"ΠΑΛΑΙΟΛΟΓΟΥ ΚΩΝ/ΝΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΑΛΑΙΟΛΟΓΟΥ ΚΩΝ/ΝΟΥ,,,In-city
26500,"ΠΑΛΑΙΩΝ ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΑΛΑΙΩΝ ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,,,In-city
26500,"ΠΑΛΑΜΑ Κ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΑΛΑΜΑ Κ.,,,In-city
26500,"ΠΑΝΑΓΙΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΑΝΑΓΙΑ,,AP,Remote
26500,"ΠΑΝΑΓΙΤΣΑΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΑΝΑΓΙΤΣΑΣ,,,In-city
26500,"ΠΑΝΑΧΑΙΚΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΑΝΑΧΑΙΚΟΥ,,,In-city
26500,"ΠΑΠΑΝΔΡΕΟΥ ΓΕΩΡΓ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΑΠΑΝΔΡΕΟΥ ΓΕΩΡΓ.,,,In-city
26500,"ΠΑΠΑΦΛΕΣΣΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΑΠΑΦΛΕΣΣΑ,,,In-city
26500,"ΠΑΡΑΛΙΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΑΡΑΛΙΑ,,,In-city
26500,ΠΑΤΡΑ 0322 ACHAE,GR,0327,TRUE,,FALSE,,ACHAE,,In-city
26500,"ΠΑΥΛΟΚΑΣΤΡΟ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΑΥΛΟΚΑΣΤΡΟ,,,In-city
26500,"ΠΕΤΡΩΤΟ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΕΤΡΩΤΟ,,AP,Remote
26500,"ΠΗΓΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΗΓΗ,,DP,Unapproachable
26500,"ΠΛΑΤΩΝΟΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΛΑΤΩΝΟΣ,,,In-city
26500,"ΠΟΛΥΖΩΙΔΗ ΤΕΡΣΕΤΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΟΛΥΖΩΙΔΗ ΤΕΡΣΕΤΗ,,,In-city
26500,"ΠΟΛΥΤΕΧΝΕΙΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΟΛΥΤΕΧΝΕΙΟΥ,,,In-city
26500,"ΠΟΣΕΙΔΩΝΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΟΣΕΙΔΩΝΑ,,,In-city
26500,"ΠΟΥΡΝΑΡΟΚΑΣΤΡΟ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΟΥΡΝΑΡΟΚΑΣΤΡΟ,,AP,Remote
26500,"ΠΡΑΞΙΤΕΛΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΡΑΞΙΤΕΛΗ,,,In-city
26500,"ΠΡΟΦΗΤΗ ΗΛΙΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΠΡΟΦΗΤΗ ΗΛΙΑ,,,In-city
26500,"ΡΗΓΑ ΦΕΡΑΙΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΡΗΓΑ ΦΕΡΑΙΟΥ,,,In-city
26500,"ΡΗΓΙΛΗΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΡΗΓΙΛΗΣ,,,In-city
26500,"ΡΟΔΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΡΟΔΟΥ,,,In-city
26500,"ΡΟΥΦΟΥ ΓΕΩΡ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΡΟΥΦΟΥ ΓΕΩΡ.,,,In-city
26500,"ΡΥΑΚΙ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΡΥΑΚΙ,,,In-city
26500,"ΡΩΜΑΝΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΡΩΜΑΝΟΥ,,,In-city
26500,"ΣΑΡΑΒΑΛΙ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΣΑΡΑΒΑΛΙ,,,In-city
26500,"ΣΙΚΕΛΙΑΝΟΥ ΑΓΓ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΣΙΚΕΛΙΑΝΟΥ ΑΓΓ.,,,In-city
26500,"ΣΟΛΩΜΟΥ ΔΙΟΝ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΣΟΛΩΜΟΥ ΔΙΟΝ.,,,In-city
26500,"ΣΟΛΩΝΟΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΣΟΛΩΝΟΣ,,,In-city
26500,"ΣΟΥΛΙ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΣΟΥΛΙ,,,In-city
26500,"ΣΠΕΡΑΝΤΖΑ ΣΤΕΛΙΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΣΠΕΡΑΝΤΖΑ ΣΤΕΛΙΟΥ,,,In-city
26500,"ΣΤΑΥΡΙΑΝΟΥ ΧΡΗΣΤΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΣΤΑΥΡΙΑΝΟΥ ΧΡΗΣΤΟΥ,,,In-city
26500,"ΣΤΑΥΡΟΠΟΥΛΟΥ Β., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΣΤΑΥΡΟΠΟΥΛΟΥ Β.,,,In-city
26500,"ΣΥΡΟΓΙΑΝΝΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΣΥΡΟΓΙΑΝΝΗ,,,In-city
26500,"ΣΩΚΡΑΤΗ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΣΩΚΡΑΤΗ,,,In-city
26500,"ΣΩΜΕΡΣΕΤ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΣΩΜΕΡΣΕΤ,,,In-city
26500,"ΤΖΑΒΕΛΑ Λ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΤΖΑΒΕΛΑ Λ.,,,In-city
26500,"ΤΖΑΒΕΛΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΤΖΑΒΕΛΑ,,,In-city
26500,"ΤΗΝΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΤΗΝΟΥ,,,In-city
26500,"ΤΡΑΠΕΖΟΥΝΤΑΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΤΡΑΠΕΖΟΥΝΤΑΣ,,,In-city
26500,"ΥΠΑΠΑΝΤΗΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΥΠΑΠΑΝΤΗΣ,,,In-city
26500,"ΥΨΗΛΑΝΤΗ ΑΛΕΞ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΥΨΗΛΑΝΤΗ ΑΛΕΞ.,,,In-city
26500,"ΥΨΗΛΑΝΤΗ ΔΗΜ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΥΨΗΛΑΝΤΗ ΔΗΜ.,,,In-city
26500,"ΦΕΙΔΙΑ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΦΕΙΔΙΑ,,,In-city
26500,"ΦΙΛΕΛΛΗΝΩΝ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΦΙΛΕΛΛΗΝΩΝ,,,In-city
26500,"ΦΛΕΜΙΝΓ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΦΛΕΜΙΝΓ,,,In-city
26500,"ΦΟΡΜΙΩΝΟΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΦΟΡΜΙΩΝΟΣ,,,In-city
26500,"ΧΑΜΟΥΖΑ Κ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΧΑΜΟΥΖΑ Κ.,,,In-city
26500,"ΧΑΤΖΗΛΑΚΙΟ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΧΑΤΖΗΛΑΚΙΟ,,,In-city
26500,"ΧΙΟΥ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΧΙΟΥ,,,In-city
26500,"ΧΟΙΔΑ ΑΛ., ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΧΟΙΔΑ ΑΛ.,,,In-city
26500,"ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ,,,In-city
26500,"ΨΑΡΡΩΝ, ΠΑΤΡΑ",GR,0327,FALSE,,FALSE,ΨΑΡΡΩΝ,,,In-city
26504,"ΑΓΙΟΣ ΒΑΣΙΛΕΙΟΣ ΠΑΤΡΩΝ, ΠΑΤΡΑΣ",GR,0327,FALSE,,FALSE,ΑΓΙΟΣ ΒΑΣΙΛΕΙΟΣ ΠΑΤΡΩΝ,,,In-city
26504,"ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΡΙΟΥ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΡΙΟΥ,,,In-city
26504,"ΑΚΤΑΙΟ Η ΒΕΡΝΑΡΔΕΙΚΑ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΑΚΤΑΙΟ Η ΒΕΡΝΑΡΔΕΙΚΑ,,,In-city
26504,"ΑΝΩ ΚΑΣΤΡΙΤΣΙ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,,,,Remote
26504,"ΑΡΑΧΟΒΙΤΙΚΑ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΑΡΑΧΟΒΙΤΙΚΑ,,,In-city
26504,"ΑΡΓΥΡΑ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΑΡΓΥΡΑ,,AP,Remote
26504,"ΔΡΕΠΑΝΟ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΔΡΕΠΑΝΟ,,,In-city
26504,"ΚΑΤΩ ΚΑΣΤΡΙΤΣΙ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΚΑΤΩ ΚΑΣΤΡΙΤΣΙ,,AP,Remote
26504,"ΜΑΓΟΥΛΑ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΜΑΓΟΥΛΑ,,AP,Remote
26504,"ΜΟΝΗ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ ΜΠΑΛΑ, ΠΑΤ",GR,0327,FALSE,,FALSE,ΜΟΝΗ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ ΜΠΑΛΑ,,,In-city
26504,"ΜΠΑΛΑ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΜΠΑΛΑ,,,In-city
26504,"ΠΑΝΕΠΙΣΤΗΜΙΟΥΠΟΛΗ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΠΑΝΕΠΙΣΤΗΜΙΟΥΠΟΛΗ,,,In-city
26504,ΠΑΤΡΑΣ 4,GR,0327,TRUE,,FALSE,,ACHAE,,In-city
26504,"ΠΙΤΙΤΣΑ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΠΙΤΙΤΣΑ,,AP,Remote
26504,"ΠΛΑΤΑΝΙ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΠΛΑΤΑΝΙ,,,In-city
26504,"ΡΙΟ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΡΙΟ,,,In-city
26504,"ΡΟΔΙΝΗ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΡΟΔΙΝΗ,,AP,Remote
26504,"ΣΕΛΛΑ ΠΑΤΡΩΝ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΣΕΛΛΑ ΠΑΤΡΩΝ,,AP,Remote
26504,"ΣΚΙΟΕΣΣΑ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΣΚΙΟΕΣΣΑ,,,In-city
26504,"ΣΥΧΑΙΝΑ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΣΥΧΑΙΝΑ,,,In-city
26504,"ΧΑΡΑΔΡΟΣ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΧΑΡΑΔΡΟΣ,,,In-city
26504,"ΨΑΘΟΠΥΡΓΟΣ, ΠΑΤΡΑΣ 4",GR,0327,FALSE,,FALSE,ΨΑΘΟΠΥΡΓΟΣ,,AP,Remote
26641,Δ/ΝΣΗ ΑΛΛΟΔΑΠΩΝ & ΜΕΤΑΝΑΣΤΕΥΣΗ,GR,0327,FALSE,,FALSE,Δ/ΝΣΗ ΑΛΛΟΔΑΠΩΝ,ACHAE,,In-city
27050,"ΑΡΚΟΥΔΙ, ΒΑΡΘΟΛΟΜΙΟ",GR,0323,FALSE,,FALSE,ΑΡΚΟΥΔΙ,,AP,Remote
27050,ΒΑΡΘΟΛΟΜΙΟ (ΑΠ),GR,0323,TRUE,,FALSE,,ELIS,AP,Remote
27050,"ΒΡΑΝΑ, ΒΑΡΘΟΛΟΜΙΟ",GR,0323,FALSE,,FALSE,ΒΡΑΝΑ,,AP,Remote
27050,"ΓΛΥΦΑ, ΒΑΡΘΟΛΟΜΙΟ",GR,0323,FALSE,,FALSE,ΓΛΥΦΑ,,AP,Remote
27050,"ΔΗΜΗΤΡΑ, ΒΑΡΘΟΛΟΜΙΟ",GR,0323,FALSE,,FALSE,ΔΗΜΗΤΡΑ,,AP,Remote
27050,"ΙΟΝΙΚΟ ΧΩΡΙΟ, ΒΑΡΘΟΛΟΜΙΟ",GR,0323,FALSE,,FALSE,ΙΟΝΙΚΟ ΧΩΡΙΟ,,AP,Remote
27050,"ΚΑΛΑΜΙΑ, ΒΑΡΘΟΛΟΜΙΟ",GR,0323,FALSE,,FALSE,ΚΑΛΑΜΙΑ,,AP,Remote
27050,"ΚΑΛΥΒΙΑ ΜΥΡΤΟΥΝΤΙΩΝ, ΒΑΡΘΟΛΟΜΙ",GR,0323,FALSE,,FALSE,ΚΑΛΥΒΙΑ ΜΥΡΤΟΥΝΤΙΩΝ,,AP,Remote
27050,"ΚΑΡΔΙΑΚΑΥΤΗ, ΒΑΡΘΟΛΟΜΙΟ",GR,0323,FALSE,,FALSE,ΚΑΡΔΙΑΚΑΥΤΗ,,AP,Remote
